,Unnamed: 0,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,hl2b_name,main_time,main_extra_time,completion_time,pic_url,hl2b_url,genre,tags,Score,main_50,main_extra_time_50,completion_time_100,main_50_noise,main_extra_time_50_noise,completion_time_100_noise
3338,7373,914020,Gibbous -  A Cthulhu Adventure,Stuck In Attic,Stuck In Attic,,1428,150,0,"50,000 .. 100,000",658,0,861,0,1999.0,1999.0,0.0,13,Gibbous - A Cthulhu Adventure,9.0,10.0,10.0,/games/69609_Gibbous_-_A_Cthulhu_Adventure.jpg,https://howlongtobeat.com/game.php?id=69609,"Adventure, Indie","{'Point & Click': 239, 'Adventure': 230, 'Puzzle': 225, 'Comedy': 221, 'Funny': 215, 'Singleplayer': 213, 'Hand-drawn': 208, 'Story Rich': 200, 'Lovecraftian': 196, 'Indie': 195, 'Retro': 186, 'Steampunk': 172, 'Cats': 170, 'Noir': 160, 'Sci-fi': 158, 'Fantasy': 154, 'Cartoon': 149, 'Visual Novel': 143, 'Gothic': 132, 'Family Friendly': 124}",90.49429657794676,9.0,10.0,10.0,9.142564237512044,9.343282217184644,10.028505417505045
3339,7375,270630,Haunt the House: Terrortown,SFB Games,SFB Games,,1194,204,0,"50,000 .. 100,000",87,0,107,0,499.0,499.0,0.0,3,Haunt the House: Terrortown,1.5,1.5,5.0,/games/HaunttheHouseTerrortown.jpg,https://howlongtobeat.com/game.php?id=19347,"Action, Casual, Indie","{'Indie': 140, 'Casual': 136, 'Cute': 134, 'Supernatural': 131, 'Action': 121, 'Funny': 115, 'Comedy': 111, 'Short': 108, 'Puzzle': 105, 'Beautiful': 103, '2D': 96, 'Family Friendly': 93, 'Psychological Horror': 86, 'Great Soundtrack': 86, 'Singleplayer': 77, 'Sandbox': 74, 'Atmospheric': 68, 'Side Scroller': 61, 'Cartoon': 56, 'Colorful': 54}",85.4077253218884,1.5,1.5,5.0,1.9975170332464642,1.7822885415358054,4.57791682148425
3340,7380,425670,Seraph,Dreadbit,Dreadbit,,430,101,0,"50,000 .. 100,000",81,0,92,0,1299.0,1299.0,0.0,1,Seraph,5.5,8.0,12.5,/games/38084_Seraph.jpg,https://howlongtobeat.com/game.php?id=38084,Action,"{'Action': 40, 'Female Protagonist': 29, 'Platformer': 27, 'Side Scroller': 17, '2D': 15, 'Shooter': 9, 'Metroidvania': 7, 'Great Soundtrack': 7}",80.97928436911488,5.5,8.0,12.5,5.204194992268171,5.857866837119812,12.948304314221298
3341,7383,104000,iBomber Defense,Cobra Mobile,Cobra Mobile,,165,61,0,"50,000 .. 100,000",98,0,98,0,499.0,499.0,0.0,1,iBomber Defense,6.0,10.5,26.0,/games/iBomberDefense_292x136.jpg,https://howlongtobeat.com/game.php?id=4590,"Indie, Strategy","{'Strategy': 36, 'Tower Defense': 36, 'Indie': 30, 'Casual': 10}",73.00884955752213,6.0,10.5,26.0,6.363974200988667,5.567095670185014,26.2664225653566
3342,7386,231720,Bad Hotel,Lucky Frame,Lucky Frame,,123,246,0,"50,000 .. 100,000",47,0,58,0,499.0,499.0,0.0,0,Bad Hotel,1.5,3.0,5.5,/games/Bad_Hotel.jpg,https://howlongtobeat.com/game.php?id=14422,"Casual, Indie","{'Indie': 55, 'Casual': 47, 'Tower Defense': 28, 'Strategy': 16, 'Touch-Friendly': 6}",33.333333333333336,1.5,3.0,5.5,1.5417317266246129,1.8381279066670202,5.909927453280504
3343,7388,7020,Rogue Trooper,Rebellion,Rebellion,,344,24,0,"50,000 .. 100,000",63,0,63,0,999.0,999.0,0.0,2,Rogue Trooper,5.5,7.0,9.5,/games/250px-Roguetrooper2006.jpg,https://howlongtobeat.com/game.php?id=7949,Action,"{'Action': 59, 'Third-Person Shooter': 22, 'Sci-fi': 16, 'Third Person': 15, 'Shooter': 15, 'Classic': 11, 'Multiplayer': 11, 'Stealth': 7, 'Singleplayer': 6}",93.47826086956522,5.5,7.0,9.5,5.924799384113662,5.776383411950161,9.638286773281395
3344,7389,280040,A Wizard's Lizard,Lost Decade Games,Lost Decade Games,,305,132,0,"50,000 .. 100,000",88,0,135,0,999.0,999.0,0.0,0,A Wizard's Lizard,1.5,10.0,22.5,/games/AWizardsLizardheader.jpg,https://howlongtobeat.com/game.php?id=20222,"Action, Indie, RPG","{'Action Roguelike': 52, 'Rogue-like': 46, 'RPG': 44, 'Indie': 44, 'Rogue-lite': 43, 'Action': 40, 'Perma Death': 16, 'Procedural Generation': 16, '2D': 13, 'Adventure': 11, 'Dungeon Crawler': 11, 'Difficult': 11, 'Singleplayer': 10, 'Fantasy': 9}",69.79405034324942,1.5,10.0,22.5,1.5514306914784297,1.2546091079766168,22.013793917296795
3345,7398,585840,Leaving Lyndow,Eastshade Studios,Eastshade Studios,,755,191,0,"50,000 .. 100,000",98,0,114,0,399.0,399.0,0.0,2,Leaving Lyndow,0.6666666666666666,0.6833333333333333,0.95,/games/43587_Leaving_Lyndow.jpg,https://howlongtobeat.com/game.php?id=43587,"Adventure, Indie","{'Adventure': 43, 'Indie': 41, 'Walking Simulator': 33, 'First-Person': 27, 'Atmospheric': 26, 'Female Protagonist': 23, 'Great Soundtrack': 17, 'Singleplayer': 13, 'Short': 9}",79.80972515856237,0.6666666666666666,0.6833333333333333,0.95,0.6666666666666666,0.6833333333333333,0.95
3346,7401,717610,A Case of Distrust,The Wandering Ben,Serenity Forge,,360,72,0,"50,000 .. 100,000",163,0,255,0,1499.0,1499.0,0.0,2,A Case of Distrust,3.0,3.0,3.0,/games/53264_A_Case_of_Distrust.jpg,https://howlongtobeat.com/game.php?id=53264,"Adventure, Indie","{'Adventure': 60, 'Indie': 48, 'Detective': 43, 'Female Protagonist': 42, 'Story Rich': 39, 'Mystery': 39, 'Historical': 36, 'Dynamic Narration': 26, 'Narration': 23, 'Singleplayer': 19, 'Noir': 19, 'Point & Click': 16, 'Interactive Fiction': 16, 'Choose Your Own Adventure': 14, 'Investigation': 14, 'Mouse only': 11, 'Visual Novel': 6, '2D': 5}",,3.0,3.0,3.0,3.3021007282865873,2.554388581346947,3.445745108193722
3347,7404,513290,Lucius III,Shiver Games,Shiver Games,,451,401,0,"50,000 .. 100,000",190,0,277,0,1999.0,1999.0,0.0,1,Lucius III,5.0,6.0,8.5,/games/63167_lucius_III.jpg,https://howlongtobeat.com/game.php?id=63167,"Adventure, Indie","{'Adventure': 46, 'Gore': 40, 'Violent': 39, 'Nudity': 39, 'Indie': 38, 'Horror': 38, 'Villain Protagonist': 33, 'Dark': 22, 'Demons': 21, 'Puzzle': 19, 'Singleplayer': 18, 'Psychological Horror': 16, 'Atmospheric': 15, 'Action': 14, 'Third Person': 10, 'Open World': 8}",52.93427230046948,5.0,6.0,8.5,5.077815079682332,5.24169002772644,8.95963107654656
3348,7409,1508270,Doctor Who: The Lonely Assassins,Kaigan Games OÜ,"Maze Theory, Another Indie",,475,58,0,"50,000 .. 100,000",0,0,0,0,599.0,599.0,0.0,0,Doctor Who: The Lonely Assassins,2.5,3.0,4.0,/games/89926_Doctor_Who_The_Lonely_Assassins.jpg,https://howlongtobeat.com/game.php?id=89926,"Adventure, Casual, Indie","{'Casual': 197, 'Adventure': 187, 'Puzzle': 170, 'Interactive Fiction': 162, 'Visual Novel': 156, 'Psychological Horror': 146, 'Horror': 142, 'Immersive Sim': 128, 'Singleplayer': 123, 'Investigation': 115, '2D': 101, 'Cinematic': 100, 'FMV': 90, 'Text-Based': 73, 'Demons': 58, 'Detective': 43, 'Mystery': 28, 'Sci-fi': 24, 'Indie': 22}",89.11819887429644,2.5,3.0,4.0,2.8145454622509054,2.1140469572995046,4.087921544451949
3349,7413,416770,SquareCells,Matthew Brown,Matthew Brown,,839,73,0,"50,000 .. 100,000",187,0,217,0,299.0,299.0,0.0,5,SquareCells,4.0,4.5,5.0,/games/SquareCells_header.jpg,https://howlongtobeat.com/game.php?id=32563,"Casual, Indie","{'Puzzle': 44, 'Indie': 37, 'Casual': 32, 'Minimalist': 19, 'Logic': 9, 'Singleplayer': 7}",91.99561403508773,4.0,4.5,5.0,3.779798724434251,3.797592228093571,5.085953954722066
3350,7420,885000,Synth Riders,Kluge Interactive,Kluge Interactive,,964,73,0,"50,000 .. 100,000",273,0,388,0,2499.0,2499.0,0.0,37,Synth Riders,5.0,61.0,200.0,/games/69290_Synth_Riders.jpg,https://howlongtobeat.com/game.php?id=69290,"Action, Casual, Indie","{'VR': 183, 'Rhythm': 174, 'Music': 169, 'Indie': 167, 'Soundtrack': 163, 'Multiplayer': 157, 'Action': 153, 'Swordplay': 141, 'Singleplayer': 140, 'First-Person': 133, 'Fast-Paced': 126, 'Moddable': 121, 'Retro': 117, 'Arcade': 115, 'Cyberpunk': 112, 'Casual': 107, 'Great Soundtrack': 35, 'Difficult': 32, 'Sports': 30, 'Early Access': 26, 'VR Only': 1}",,5.0,51.0,101.0,5.253183478278908,51.0,101.0
3351,7427,485730,Shift,Black Lime Studio,Black Lime Studio,,199,69,0,"50,000 .. 100,000",225,0,248,0,99.0,99.0,0.0,1,Shift,1.0,2.5,3.5,/games/40679_Shift_(2016).jpg,https://howlongtobeat.com/game.php?id=40679,"Indie, Strategy","{'Indie': 40, 'Strategy': 24, 'Puzzle': 22, 'Anime': 10, 'Singleplayer': 10, 'Relaxing': 9, 'Female Protagonist': 9}",74.25373134328358,1.0,2.5,3.5,1.0693714311148463,0.6256797986811814,3.7690885917187322
3352,7431,1099410,A Total War Saga: TROY,"CREATIVE ASSEMBLY, Feral Interactive (Mac)","SEGA, Feral Interactive (Mac)",,1307,502,0,"50,000 .. 100,000",905,0,905,0,4999.0,4999.0,0.0,284,Total War Saga: TROY,33.0,34.5,37.0,/games/71762_Total_War_Saga_TROY.jpg,https://howlongtobeat.com/game.php?id=71762,"Action, Simulation, Strategy","{'Strategy': 142, 'Simulation': 121, 'Action': 106, 'Historical': 104, 'War': 102, 'Violent': 101, 'RTS': 101, 'Singleplayer': 91, 'Turn-Based Strategy': 82, 'Mythology': 81, 'Grand Strategy': 80, 'Multiplayer': 77, 'Fantasy': 73, 'Real Time Tactics': 71, 'Sandbox': 68, 'Adventure': 68, 'Co-op': 48, 'Massively Multiplayer': 48, 'Real-Time with Pause': 45, '4X': 41}",72.24986180210061,33.0,34.5,37.0,32.55889348451603,32.86419502458797,36.81095890737391
3353,7432,840720,Sword Art Online: Lost Song,Artdink,BANDAI NAMCO Entertainment,,1212,270,0,"50,000 .. 100,000",298,0,371,0,1999.0,1999.0,0.0,11,Sword Art Online: Lost Song,25.0,29.5,49.0,/games/Sword-Art-Online-Lost-Song-00-720x898.jpg,https://howlongtobeat.com/game.php?id=27871,RPG,"{'RPG': 98, 'Anime': 71, 'JRPG': 43, 'Multiplayer': 42, 'Character Customization': 40, 'Open World': 37, 'Fantasy': 35, 'Adventure': 30, 'MMORPG': 29, 'Action': 25, 'Nudity': 23, 'Singleplayer': 17, 'Co-op': 6, 'Story Rich': 6, 'Hack and Slash': 5}",81.78137651821862,25.0,29.5,49.0,25.068928589481942,25.012483336061372,49.13516224193637
3354,7434,359650,Star Trek : 25th Anniversary,Interplay Entertainment Corp.,Interplay Entertainment Corp.,,99,10,0,"50,000 .. 100,000",0,0,0,0,999.0,999.0,0.0,1,Star Trek: 25th Anniversary,4.5,8.5,14.0,/games/Startrek25thannivboxsm.jpg,https://howlongtobeat.com/game.php?id=22887,"Action, Adventure, Simulation","{'Adventure': 45, 'Sci-fi': 28, 'Action': 25, 'Simulation': 25, 'Point & Click': 25, 'Classic': 24, 'Space': 20, 'Singleplayer': 6}",90.8256880733945,4.5,8.5,14.0,4.715476857885134,4.468000922224994,13.567433120908296
3355,7441,35320,Insane 2,Targem Games,Game Factory Interactive,,440,91,0,"50,000 .. 100,000",0,0,0,0,1499.0,1499.0,0.0,2,Insane 2,11.5,13.5,16.5,/games/Insane_2_292x136.jpg,https://howlongtobeat.com/game.php?id=4697,Racing,"{'Racing': 61, 'Offroad': 26, 'Action': 16, 'Arcade': 16, 'Multiplayer': 13, 'Split Screen': 8, 'Local Multiplayer': 7}",82.86252354048965,11.5,13.5,16.5,11.926233309813021,11.404710728908814,16.32419400107102
3356,7451,715380,Those Who Remain,Camel 101,"Wired Productions, WhisperGames",,321,144,0,"50,000 .. 100,000",434,0,434,0,1999.0,1999.0,0.0,1,Those Who Remain,5.5,8.0,14.0,/games/74287_Those_Who_Remain.jpg,https://howlongtobeat.com/game.php?id=74287,"Adventure, Indie","{'Horror': 276, 'Psychological Horror': 263, 'Survival Horror': 259, 'Exploration': 255, 'Stealth': 253, 'Survival': 248, 'First-Person': 246, 'Story Rich': 241, 'Surreal': 238, 'Choices Matter': 236, 'Multiple Endings': 231, 'Action': 229, 'Puzzle': 223, 'Thriller': 214, 'Atmospheric': 210, 'Mystery': 198, 'Psychological': 187, 'Emotional': 185, 'Adventure': 172, 'Dark': 163}",69.03225806451613,5.5,8.0,14.0,5.291703017060687,5.594775946435051,13.670381277129744
3357,7455,821880,Idol Manager,Glitch Pitch,PLAYISM,,2300,271,0,"50,000 .. 100,000",784,0,1367,0,1999.0,1999.0,0.0,90,Idol Manager,20.0,25.0,25.5,/games/89360_Idol_Manager.jpg,https://howlongtobeat.com/game.php?id=89360,"Indie, Simulation, Strategy","{'Management': 111, 'Simulation': 108, 'Anime': 95, 'Sexual Content': 83, 'Strategy': 67, 'Indie': 57, 'Visual Novel': 46, 'Economy': 46, 'Romance': 32, 'Moddable': 30, 'Replay Value': 23, 'Comedy': 22, 'Cute': 20, 'Nonlinear': 19, 'Point & Click': 17, 'Singleplayer': 16, 'Nudity': 16, 'Mature': 15, 'Hentai': 14, 'Dark Comedy': 13}",89.45935433683391,20.0,25.0,25.5,19.840130370835272,19.50015845705249,25.497339373233558
3358,7464,473470,Purgatory,Eduard Mirica,New Reality Games,,141,91,0,"50,000 .. 100,000",236,0,255,0,199.0,199.0,0.0,2,Purgatory,3.0,4.0,6.0,/games/37906_Purgatory.jpg,https://howlongtobeat.com/game.php?id=37906,"Action, Adventure, Indie, RPG, Strategy","{'Strategy': 144, 'Indie': 27, 'Adventure': 25, 'RPG': 24, 'Action': 20, 'Turn-Based': 7, 'Pixel Graphics': 7}",60.77586206896552,3.0,4.0,6.0,2.848644683844009,2.7987116292592975,6.373617630698958
3359,7467,388420,In Between,Gentlymad,Assemble Entertainment,,315,54,0,"50,000 .. 100,000",363,0,408,0,119.0,1199.0,90.0,3,In Between,3.5,4.5,5.0,/games/In_Between_header.jpg,https://howlongtobeat.com/game.php?id=29856,Indie,"{'2D': 155, 'Indie': 149, 'Puzzle-Platformer': 147, 'Atmospheric': 143, 'Platformer': 140, 'Puzzle': 132, 'Story Rich': 129, 'Difficult': 126, 'Singleplayer': 122, 'Dark': 118, 'Hand-drawn': 111, 'Emotional': 106, 'Philosophical': 103, 'Narration': 100, 'Action': 94, 'Adventure': 88, 'Strategy': 84, 'Side Scroller': 81, 'Precision Platformer': 66, 'Physics': 63}",85.36585365853658,3.5,4.5,5.0,3.3489657026412956,3.7159071048373837,5.4352571644382754
3360,34957,1490500,In Between,Brandon Rabico,Brandon Rabico,,0,1,0,"0 .. 20,000",0,0,0,0,999.0,999.0,0.0,0,In Between,3.5,4.5,5.0,/games/In_Between_header.jpg,https://howlongtobeat.com/game.php?id=29856,"Adventure, Indie","{'Adventure': 71, 'Singleplayer': 44, 'Exploration': 41, 'Atmospheric': 38, 'Walking Simulator': 35, 'Platformer': 28, '3D Platformer': 27, 'First-Person': 26, 'Space': 23, 'Indie': 21, 'FPS': 20, 'Story Rich': 19, '3D': 17, 'Linear': 15}",,3.5,4.5,5.0,3.857805480569816,3.0172066929266412,4.504916025552674
3361,7468,589530,Hakuoki: Kyoto Winds,"Idea Factory, Design Factory",Idea Factory International,,1058,99,0,"50,000 .. 100,000",708,0,1102,0,999.0,999.0,0.0,32,Hakuoki: Kyoto Winds,8.0,27.0,39.0,/games/44691_Hakuoki_Kyoto_Winds.jpg,https://howlongtobeat.com/game.php?id=44691,Adventure,"{'Visual Novel': 66, 'Otome': 64, 'Female Protagonist': 55, 'Adventure': 52, 'Anime': 41, 'Historical': 35, 'Romance': 30, 'Story Rich': 18, 'Cute': 12, 'Dating Sim': 11, 'Violent': 9}",91.44338807260156,8.0,27.0,39.0,7.909500837157336,8.414965504032429,39.01074538328384
3362,7471,907470,Iris.Fall,NEXT Studios,NEXT Studios,,2129,264,0,"50,000 .. 100,000",165,6,165,6,299.0,1499.0,80.0,10,Iris.Fall,3.0,3.5,3.5,/games/62956_IrisFall.jpg,https://howlongtobeat.com/game.php?id=62956,"Adventure, Casual, Indie","{'Adventure': 68, 'Casual': 60, 'Puzzle': 59, 'Indie': 57, 'Horror': 23, 'Female Protagonist': 22, 'Atmospheric': 17, 'Singleplayer': 12, 'Stylized': 9}",88.96782281654826,3.0,3.5,3.5,3.231895624080671,2.8248310398200176,3.6016932109191098
3363,7479,1069360,Plasticity,Plasticity Games,Plasticity Games,,485,118,0,"50,000 .. 100,000",0,0,0,0,0.0,0.0,0.0,0,Plasticity,0.3333333333333333,0.3833333333333333,0.4333333333333333,/games/67702_Plasticity.jpg,https://howlongtobeat.com/game.php?id=67702,Indie,"{'Indie': 33, 'Free to Play': 24, 'Singleplayer': 22, 'Puzzle-Platformer': 21, 'Atmospheric': 19, 'Choices Matter': 19, 'Platformer': 18, 'Cinematic': 16, 'Post-apocalyptic': 5}",80.43117744610282,0.3333333333333333,0.3833333333333333,0.4333333333333333,0.3333333333333333,0.3833333333333333,0.4333333333333333
3364,7492,16600,Trials 2: Second Edition,Redlynx,RedLynx Ltd.,,196,35,0,"50,000 .. 100,000",131,0,184,0,999.0,999.0,0.0,1,Trials 2: Second Edition,8.0,32.5,194.0,/games/250px-Trials2secondedition.jpg,https://howlongtobeat.com/game.php?id=10640,"Indie, Racing, Sports","{'Racing': 31, 'Indie': 26, 'Sports': 25, 'Difficult': 6}",,8.0,32.5,101.0,7.842136231063466,8.225763246534825,101.0
3365,7504,766280,A Light in the Dark,"CreSpirit, Storia, Narrator",Sekai Project,,1437,92,0,"50,000 .. 100,000",333,0,333,0,1499.0,1499.0,0.0,2,A Light in the Dark,3.0,4.5,5.5,/games/57573_A_Light_in_the_Dark.jpg,https://howlongtobeat.com/game.php?id=57573,"Casual, Indie","{'Indie': 74, 'Casual': 63, 'Visual Novel': 63, 'Violent': 45, 'Anime': 39, 'Gore': 35, 'Story Rich': 27, 'Multiple Endings': 25, 'Great Soundtrack': 23, 'Point & Click': 19, 'Choices Matter': 12, 'Crowdfunded': 12, 'Kickstarter': 11}",93.98299542184434,3.0,4.5,5.5,3.4929681369554797,3.428171741403051,5.906629106109226
3366,7507,359190,Rituals,Tymon Zgainski,Mudvark,,159,93,0,"50,000 .. 100,000",23,0,23,0,499.0,499.0,0.0,0,Rituals,0.9,1.0,1.0,/games/Rituals_header.jpg,https://howlongtobeat.com/game.php?id=27011,"Adventure, Indie","{'Adventure': 30, 'Indie': 28, 'Point & Click': 15, 'Puzzle': 7}",63.095238095238095,0.9,1.0,1.0,0.9,1.1755866218412798,1.0816616917958597
3367,7512,1038740,Fluffy Store,AsicxArt,SakuraGame,,2415,66,0,"50,000 .. 100,000",194,0,228,0,199.0,199.0,0.0,7,Fluffy Store,3.0,3.5,3.5,/games/69729_Fluffy_Store.jpg,https://howlongtobeat.com/game.php?id=69729,"Adventure, Casual, Indie, RPG","{'Visual Novel': 56, 'Indie': 49, 'Adventure': 44, 'Casual': 40, 'Anime': 33, 'Cute': 27, 'Sexual Content': 22}",97.3397823458283,3.0,3.5,3.5,3.278597343602298,2.846176806503844,3.1843299656169703
3368,7517,2780,ARMA: Combat Operations,Bohemia Interactive,Bohemia Interactive,,165,76,0,"50,000 .. 100,000",1,0,1,0,799.0,799.0,0.0,2,ARMA: Combat Operations,11.0,12.5,30.0,/games/256px-Arma_cover.jpg,https://howlongtobeat.com/game.php?id=583,Action,"{'Action': 47, 'Simulation': 19, 'FPS': 15, 'Shooter': 14, 'Tactical': 12, 'Military': 12, 'Realistic': 7, 'Open World': 6}",68.46473029045643,11.0,12.5,30.0,11.177924749921612,11.413773843557665,30.08463996233764
3369,7519,229580,Dream,HyperSloth,HyperSloth,,547,423,0,"50,000 .. 100,000",114,0,148,0,899.0,899.0,0.0,1,Dream,5.0,8.5,16.0,/games/Dream_292x136.jpg,https://howlongtobeat.com/game.php?id=15892,"Adventure, Indie","{'Indie': 242, 'Adventure': 226, 'Exploration': 191, 'Walking Simulator': 170, 'Atmospheric': 130, 'VR': 125, 'First-Person': 120, 'Casual': 109, 'Puzzle': 101, 'Horror': 74, 'Early Access': 72, 'Beautiful': 67, 'Great Soundtrack': 61, 'Story Rich': 54, 'Singleplayer': 47, 'Surreal': 35, 'Fantasy': 23, 'Simulation': 17, 'Open World': 15, 'FPS': 5}",56.39175257731959,5.0,8.5,16.0,5.1060685829355705,4.5053429863309615,16.0955753473172
3370,37306,964890,Dream,"Dream Garage, Incorporated","Dream Garage, Incorporated",,6,1,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0.0,0,Dream,5.0,8.5,16.0,/games/Dream_292x136.jpg,https://howlongtobeat.com/game.php?id=15892,Utilities,"{'Utilities': 22, 'VR': 7}",,5.0,8.5,16.0,4.507013647800889,4.8857499823404025,15.989841267832984
3371,7520,531930,Dungeon Rats,Iron Tower Studio,Iron Tower Studio,,396,118,0,"50,000 .. 100,000",230,230,230,230,499.0,499.0,0.0,8,Dungeon Rats,12.0,19.5,25.5,/games/40968_Dungeon_Rats.jpg,https://howlongtobeat.com/game.php?id=40968,"Indie, RPG","{'Tactical RPG': 123, 'Turn-Based Tactics': 118, 'Party-Based RPG': 115, 'Turn-Based Combat': 112, 'CRPG': 107, 'Dungeon Crawler': 100, 'RPG': 94, 'Isometric': 88, 'Dark Fantasy': 83, 'Fantasy': 80, 'Tactical': 78, 'Crafting': 76, 'Singleplayer': 72, 'Indie': 70, 'Turn-Based': 62, 'Strategy': 32, 'Sexual Content': 29, 'Adventure': 28, 'Difficult': 26, 'Female Protagonist': 24}",77.04280155642023,12.0,19.5,25.5,12.03346302703584,12.186953407041074,25.899442192516528
3372,7522,98600,Demolition Inc.,Zeroscale,Zeroscale,,216,60,0,"50,000 .. 100,000",113,0,143,0,599.0,599.0,0.0,1,"Demolition, Inc.",3.0,5.0,5.5,/games/DemolitionInc292x136.jpg,https://howlongtobeat.com/game.php?id=2434,"Action, Casual, Indie, Simulation, Strategy","{'Strategy': 34, 'Indie': 32, 'Casual': 32, 'Simulation': 29, 'Action': 27, 'Destruction': 21, 'Puzzle': 12, 'Physics': 10}",78.26086956521739,3.0,5.0,5.5,3.0478241869917793,2.795070846524681,5.497436424752391
3373,7524,598070,Nevrosa: Prelude,GexagonVR,GexagonVR,,181,24,0,"50,000 .. 100,000",43,0,53,0,0.0,0.0,0.0,0,Nevrosa: Prelude,0.25,0.2833333333333333,0.3333333333333333,/games/48021_Nevrosa_Prelude.jpg,https://howlongtobeat.com/game.php?id=48021,"Action, Adventure, Casual, Indie, Simulation","{'Adventure': 40, 'Casual': 40, 'Action': 39, 'Indie': 38, 'Horror': 31, 'VR': 28, 'Puzzle': 25, 'Simulation': 24, 'Free to Play': 22, 'Violent': 17, 'Gore': 17, 'Demons': 15, 'Exploration': 14, 'Difficult': 14, 'Cinematic': 12, 'Great Soundtrack': 12, 'Soundtrack': 9, 'VR Only': 1}",88.29268292682927,0.25,0.2833333333333333,0.3333333333333333,0.25,0.2833333333333333,0.3333333333333333
3374,7535,747340,Unforgiving - A Northern Hymn,Angry Demon Studio,Angry Demon Studio,,975,198,0,"50,000 .. 100,000",133,0,133,0,1499.0,1499.0,0.0,2,Unforgiving - A Northern Hymn,3.0,3.0,3.5,/games/53038_Unforgiving_-_A_Northern_Hymn.jpg,https://howlongtobeat.com/game.php?id=53038,"Action, Adventure, Indie","{'Horror': 76, 'Indie': 53, 'Adventure': 46, 'Nudity': 44, 'Action': 40, 'Gore': 36, 'First-Person': 35, 'Violent': 33, 'Mythology': 31, 'Atmospheric': 28, 'Singleplayer': 27, 'Survival Horror': 24, 'Exploration': 17, 'Stealth': 15, 'Puzzle': 15, 'Female Protagonist': 15, 'Multiplayer': 13, 'Realistic': 13, 'Great Soundtrack': 13, 'FPS': 13}",83.12020460358056,3.0,3.0,3.5,3.498902881905577,3.3276055066130894,3.929484723167662
3375,7538,616250,Crystalline,PixelFade,PixelFade,,1223,62,0,"50,000 .. 100,000",199,0,398,0,1999.0,1999.0,0.0,6,Crystalline,14.0,16.0,19.0,/games/51357_Crystalline.jpg,https://howlongtobeat.com/game.php?id=51357,"Action, Adventure, Indie, RPG, Simulation","{'Choose Your Own Adventure': 210, 'Dating Sim': 206, 'JRPG': 200, 'Visual Novel': 197, 'Romance': 190, 'RPG': 179, '2D': 177, 'Cute': 175, 'Action': 174, 'Story Rich': 173, 'Funny': 172, 'Choices Matter': 168, 'Relaxing': 168, 'Multiple Endings': 167, 'Narration': 160, 'Simulation': 150, 'Anime': 144, 'Colorful': 127, 'Hand-drawn': 124, 'Fantasy': 120}",95.1750972762646,14.0,16.0,19.0,13.790678640609501,14.369787793342166,18.723615032003245
3376,7544,1379560,Steven Universe: Unleash the Light,Grumpyface Studios,Cartoon Network Games,,321,12,0,"50,000 .. 100,000",805,0,805,0,2499.0,2499.0,0.0,9,Steven Universe: Unleash the Light,10.0,13.0,13.5,/games/74829_Steven_Universe_Unleash_the_Light.jpg,https://howlongtobeat.com/game.php?id=74829,"Action, Adventure, RPG","{'RPG': 483, 'Tactical RPG': 479, 'Turn-Based Tactics': 475, 'Party-Based RPG': 470, 'Action-Adventure': 461, '2.5D': 450, '2D': 443, '3D': 430, 'Tutorial': 423, 'Cute': 413, 'Story Rich': 402, 'Procedural Generation': 388, 'Team-Based': 376, 'Action': 371, 'Turn-Based Combat': 368, 'Cartoony': 337, 'Colorful': 320, 'Stylized': 318, 'Family Friendly': 297, 'Fantasy': 276}",96.3963963963964,10.0,13.0,13.5,10.128509852125188,9.857228152963946,13.30158211002402
3377,7547,833040,Hiveswap Friendsim,"What Pumpkin Games, Inc.",Fellow Traveller,,1087,81,0,"50,000 .. 100,000",179,0,179,0,1299.0,1299.0,0.0,10,Hiveswap Friendsim,0.8333333333333334,13.0,15.0,/games/57500_Hiveswap_Friendsim.jpg,https://howlongtobeat.com/game.php?id=57500,"Adventure, Casual, Indie, RPG, Simulation","{'Visual Novel': 50, 'Casual': 47, 'Indie': 45, 'Simulation': 44, 'Violent': 44, 'Adventure': 38, 'Dating Sim': 34, 'RPG': 33, 'Psychological Horror': 25, 'Memes': 25, 'Singleplayer': 19, 'Great Soundtrack': 17, 'LGBTQ+': 15, 'Anime': 14, 'Story Rich': 14, 'Music': 14, 'Cute': 13, 'Cartoon': 12, 'First-Person': 10, 'Funny': 7}",93.06506849315068,0.8333333333333334,13.0,15.0,0.8333333333333334,0.5281313957091963,15.06601954452182
3378,7550,235820,Element4l,I-Illusions,I-Illusions,,533,106,0,"50,000 .. 100,000",51,0,54,0,899.0,899.0,0.0,1,Element4l,4.5,8.5,16.0,/games/Element4l_292x136.jpg,https://howlongtobeat.com/game.php?id=3076,"Action, Indie","{'Indie': 62, 'Platformer': 39, 'Action': 33, 'Great Soundtrack': 32, 'Atmospheric': 32, 'Puzzle': 25, 'Difficult': 16, 'Casual': 12, 'Singleplayer': 10, '2D': 6}",83.41158059467918,4.5,8.5,16.0,4.636748437475651,4.025284943835243,15.87223849903606
